id,split,text,formula,gold,prediction,correctness,complexity,has_neg,has_or,has_all
sick_train_140_p,train,The current is being ridden by a group of friends in a raft.,"exists e1 x2 x3 x4 x5.(current(x2) & ride(e1) & (obj(e1) = x2) & friend(x4) & (x3 = x4) & (subj(e1) = x3) & raft(x5) & in(e1,x5))",yes,yes,valid,12,False,False,False
sick_train_140_h,train,A group of friends are riding the current in a raft.,"exists e1 x2 x3 x4 x5.(friend(x3) & (x2 = x3) & current(x4) & ride(e1) & (subj(e1) = x2) & (obj(e1) = x4) & raft(x5) & in(e1,x5))",yes,yes,valid,12,False,False,False
sick_train_141_p,train,A group of friends are riding the current in a raft.,"exists e1 x2 x3 x4 x5.(friend(x3) & (x2 = x3) & current(x4) & ride(e1) & (subj(e1) = x2) & (obj(e1) = x4) & raft(x5) & in(e1,x5))",no,no,valid,12,False,False,False
sick_train_141_h,train,A group is not riding the current in a raft.,"-exists e1 x2 x3 x4.(current(x3) & ride(e1) & (subj(e1) = x2) & (obj(e1) = x3) & raft(x4) & in(e1,x4))",no,no,valid,10,True,False,False
sick_train_150_p,train,A deer is jumping over a fence.,"exists e1 x2 x3.(deer(x2) & jump(e1) & (subj(e1) = x2) & fence(x3) & over(e1,x3))",no,no,valid,7,False,False,False
sick_train_150_h,train,A deer isn't jumping over the fence.,"-exists e1 x2 x3.(deer(x2) & jump(e1) & (subj(e1) = x2) & fence(x3) & over(e1,x3))",no,no,valid,8,True,False,False
sick_train_161_p,train,Several people are in front of a colorful building.,"exists e1 x2 x3 x4.(people(x2) & front(x3) & build(x4) & colorful(x4) & (x3 = x4) & in(e1,x3) & (subj(e1) = x2))",no,no,valid,10,False,False,False
sick_train_161_h,train,Nobody is in front of the colorful building.,"-exists e1 x2 x3 x4.(front(x3) & build(x4) & colorful(x4) & (x3 = x4) & in(e1,x3) & (subj(e1) = x2))",no,no,valid,10,True,False,False
sick_train_192_p,train,A motorcycle rider is standing up on the seat of a white motorcycle.,"exists e1 x2 x3 x4.(rider(x2) & motorcycle(x2) & stand(e1) & (subj(e1) = x2) & seat(x3) & motorcycle(x4) & white(x4) & (x3 = x4) & on(e1,x3) & up(e1))",no,no,valid,13,False,False,False
sick_train_192_h,train,No motorcycle rider is standing up on the seat of a motorcycle.,"-exists e1 x2 x3 x4.(rider(x2) & motorcycle(x2) & stand(e1) & (subj(e1) = x2) & seat(x3) & motorcycle(x4) & (x3 = x4) & on(e1,x3) & up(e1))",no,no,valid,13,True,False,False
sick_train_194_p,train,Nobody is on a motorcycle and is standing on the seat.,"-exists e1 e2 x3 x4 x5.(motorcycle(x4) & on(e1,x4) & (subj(e1) = x3) & stand(e2) & (subj(e2) = x3) & seat(x5) & on(e2,x5))",no,no,valid,12,True,False,False
sick_train_194_h,train,Someone is on a black and white motorcycle and is standing on the seat.,"exists e1 e2 x3 x4 x5.(motorcycle(x4) & black(x4) & white(x4) & on(e1,x4) & (subj(e1) = x3) & stand(e2) & (subj(e2) = x3) & seat(x5) & on(e2,x5))",no,no,valid,13,False,False,False
sick_train_200_p,train,A motorcyclist is riding a motorbike dangerously along a roadway.,"exists e1 x2 x3 x4.(motorcyclist(x2) & motorbike(x3) & ride(e1) & (subj(e1) = x2) & (obj(e1) = x3) & dangerously(e1) & roadway(x4) & along(e1,x4))",yes,yes,valid,11,False,False,False
sick_train_200_h,train,A motorcyclist is riding a motorbike along a roadway.,"exists e1 x2 x3 x4.(motorcyclist(x2) & motorbike(x3) & ride(e1) & (subj(e1) = x2) & (obj(e1) = x3) & roadway(x4) & along(e1,x4))",yes,yes,valid,10,False,False,False
sick_train_201_p,train,There is no motorcyclist riding a motorbike along a roadway.,"-exists e1 x2 x3 x4.(motorcyclist(x2) & motorbike(x3) & ride(e1) & (subj(e1) = x2) & (obj(e1) = x3) & roadway(x4) & along(e1,x4))",no,no,valid,11,True,False,False
sick_train_201_h,train,A motorcyclist is riding a motorbike along a roadway.,"exists e1 x2 x3 x4.(motorcyclist(x2) & motorbike(x3) & ride(e1) & (subj(e1) = x2) & (obj(e1) = x3) & roadway(x4) & along(e1,x4))",no,no,valid,10,False,False,False
sick_train_232_p,train,Three Asian kids are dancing and a man is looking.,exists e1 e2 x3 x4.(kid(x3) & asian(x3) & three(x3) & dance(e1) & (subj(e1) = x3) & man(x4) & look(e2) & (subj(e2) = x4)),no,no,valid,11,False,False,False
sick_train_232_h,train,Three Asian kids are dancing and there is no man looking.,exists e1 x2.(kid(x2) & asian(x2) & three(x2) & dance(e1) & (subj(e1) = x2) & -exists e3 x4.(man(x4) & look(e3) & (subj(e3) = x4))),no,no,valid,12,True,False,False
sick_train_240_p,train,A woman is wearing an Egyptian hat on her head.,"exists e1 x2 x3 x4.(woman(x2) & hat(x3) & egyptian(x3) & wear(e1) & (subj(e1) = x2) & (obj(e1) = x3) & head(x4) & on(e1,x4))",yes,yes,valid,11,False,False,False
sick_train_240_h,train,A woman is wearing an Egyptian headdress.,exists e1 x2 x3.(woman(x2) & headdress(x3) & egyptian(x3) & wear(e1) & (subj(e1) = x2) & (obj(e1) = x3)),yes,yes,valid,8,False,False,False
sick_train_273_p,train,A boy is standing in the cold water.,"exists e1 x2 x3.(boy(x2) & stand(e1) & (subj(e1) = x2) & water(x3) & cold(x3) & in(e1,x3))",yes,yes,valid,8,False,False,False
sick_train_273_h,train,A boy is standing in the water.,"exists e1 x2 x3.(boy(x2) & stand(e1) & (subj(e1) = x2) & water(x3) & in(e1,x3))",yes,yes,valid,7,False,False,False
sick_train_283_p,train,A man is playing a guitar on stage.,"exists e1 x2 x3 x4.(man(x2) & guitar(x3) & play(e1) & (subj(e1) = x2) & (obj(e1) = x3) & stage(x4) & on(e1,x4))",no,no,valid,10,False,False,False
sick_train_283_h,train,There is no man playing a guitar on stage.,"-exists e1 x2 x3 x4.(man(x2) & guitar(x3) & play(e1) & (subj(e1) = x2) & (obj(e1) = x3) & stage(x4) & on(e1,x4))",no,no,valid,11,True,False,False
sick_train_293_p,train,Two young girls are sitting on the ground.,"exists e1 x2 x3.(girl(x2) & young(x2) & two(x2) & sit(e1) & (subj(e1) = x2) & grind(x3) & on(e1,x3))",yes,yes,valid,9,False,False,False
sick_train_293_h,train,Two girls are sitting on the ground.,"exists e1 x2 x3.(girl(x2) & two(x2) & sit(e1) & (subj(e1) = x2) & grind(x3) & on(e1,x3))",yes,yes,valid,8,False,False,False
sick_train_340_p,train,A schoolgirl with a black bag is on a crowded train.,"exists e1 e2 x3 x4 x5.(schoolgirl(x3) & bag(x4) & black(x4) & with(e1,x4) & (subj(e1) = x3) & train(x5) & crowd(x5) & on(e2,x5) & (subj(e2) = x3))",yes,yes,valid,13,False,False,False
sick_train_340_h,train,A girl with a black bag is on a crowded train.,"exists e1 e2 x3 x4 x5.(girl(x3) & bag(x4) & black(x4) & with(e1,x4) & (subj(e1) = x3) & train(x5) & crowd(x5) & on(e2,x5) & (subj(e2) = x3))",yes,yes,valid,13,False,False,False
sick_train_354_p,train,Two dogs are running and carrying a toy in their mouths.,"exists e1 e2 e3 x4 x5 x6.(dog(x4) & two(x4) & toy(x5) & mouth(x6) & in(e1,x6) & (subj(e1) = x5) & run(e2) & (subj(e2) = x4) & (obj(e2) = x5) & carry(e3) & (subj(e3) = x4) & (obj(e3) = x5))",yes,yes,valid,17,False,False,False
sick_train_354_h,train,Two dogs are running and carrying an object in their mouths.,"exists e1 e2 e3 x4 x5 x6.(dog(x4) & two(x4) & object(x5) & mouth(x6) & in(e1,x6) & (subj(e1) = x5) & run(e2) & (subj(e2) = x4) & (obj(e2) = x5) & carry(e3) & (subj(e3) = x4) & (obj(e3) = x5))",yes,yes,valid,17,False,False,False
sick_train_362_p,train,A dirty soccer ball is rolling into a goal net.,"exists e1 x2 x3.(ball(x2) & soccer(x2) & dirty(x2) & roll(e1) & (subj(e1) = x2) & net(x3) & goal(x3) & into(e1,x3))",yes,yes,valid,10,False,False,False
sick_train_362_h,train,A soccer ball is rolling into a goal net.,"exists e1 x2 x3.(ball(x2) & soccer(x2) & roll(e1) & (subj(e1) = x2) & net(x3) & goal(x3) & into(e1,x3))",yes,yes,valid,9,False,False,False
sick_train_363_p,train,A soccer ball is not rolling into a goal net.,"-exists e1 x2 x3.(ball(x2) & soccer(x2) & roll(e1) & (subj(e1) = x2) & net(x3) & goal(x3) & into(e1,x3))",no,no,valid,10,True,False,False
sick_train_363_h,train,A soccer ball is rolling into a goal net.,"exists e1 x2 x3.(ball(x2) & soccer(x2) & roll(e1) & (subj(e1) = x2) & net(x3) & goal(x3) & into(e1,x3))",no,no,valid,9,False,False,False
sick_train_372_p,train,A man is sitting on a chair and rubbing his eyes.,"exists e1 e2 x3 x4 x5.(man(x3) & sit(e1) & (subj(e1) = x3) & chair(x4) & on(e1,x4) & eye(x5) & rub(e2) & (subj(e2) = x3) & (obj(e2) = x5))",no,no,valid,13,False,False,False
sick_train_372_h,train,There is no man sitting on a chair and rubbing his eyes.,"-exists e1 e2 x3 x4 x5.(man(x3) & sit(e1) & (subj(e1) = x3) & chair(x4) & on(e1,x4) & eye(x5) & rub(e2) & (subj(e2) = x3) & (obj(e2) = x5))",no,no,valid,14,True,False,False
sick_train_390_p,train,A white and tan dog is running through the tall and green grass.,"exists e1 x2 x3.(dog(x2) & white(x2) & tan(x2) & run(e1) & (subj(e1) = x2) & grass(x3) & tall(x3) & green(x3) & through(e1,x3))",yes,yes,valid,11,False,False,False
sick_train_390_h,train,A brown and white dog is running through the tall grass.,"exists e1 e2 x3 x4 x5 x6.(brown(x3) & run(e1) & (subj(e1) = x3) & grass(x4) & tall(x4) & through(e1,x4) & dog(x5) & white(x5) & run(e2) & (subj(e2) = x5) & grass(x6) & tall(x6) & through(e2,x6))",yes,yes,valid,18,False,False,False
sick_train_404_p,train,Some people are walking.,exists e1 x2.(people(x2) & walk(e1) & (subj(e1) = x2)),yes,yes,valid,4,False,False,False
sick_train_404_h,train,People are walking.,exists e1 x2.(people(x2) & walk(e1) & (subj(e1) = x2)),yes,yes,valid,4,False,False,False
sick_train_422_p,train,Two men are holding fishing poles and fishing tackle.,exists e1 e2 x3 x4 x5.(man(x3) & two(x3) & pole(x4) & fish(x4) & hold(e1) & (subj(e1) = x3) & (obj(e1) = x4) & tackle(x5) & fish(x5) & hold(e2) & (subj(e2) = x3) & (obj(e2) = x5)),yes,yes,valid,16,False,False,False
sick_train_422_h,train,Two men are holding fishing poles.,exists e1 x2 x3.(man(x2) & two(x2) & pole(x3) & fish(x3) & hold(e1) & (subj(e1) = x2) & (obj(e1) = x3)),yes,yes,valid,9,False,False,False
sick_train_423_p,train,Two men are not holding fishing poles.,-exists e1 x2 x3.(man(x2) & two(x2) & pole(x3) & fish(x3) & hold(e1) & (subj(e1) = x2) & (obj(e1) = x3)),no,no,valid,10,True,False,False
sick_train_423_h,train,Two men are holding fishing poles.,exists e1 x2 x3.(man(x2) & two(x2) & pole(x3) & fish(x3) & hold(e1) & (subj(e1) = x2) & (obj(e1) = x3)),no,no,valid,9,False,False,False
sick_train_454_p,train,Two children and an adult are standing next to a tree limb.,exists e1 e2 x3 x4 x5 x6.(child(x3) & two(x3) & stand(e1) & (subj(e1) = x3) & next(e1) & limb(x4) & tree(x4) & (iobj(e1) = x4) & adult(x5) & stand(e2) & (subj(e2) = x5) & next(e2) & limb(x6) & tree(x6) & (iobj(e2) = x6)),no,no,valid,20,False,False,False
sick_train_454_h,train,Two children and an adult are not standing next to a tree limb.,-exists e1 e2 x3 x4 x5 x6.(child(x3) & two(x3) & stand(e1) & (subj(e1) = x3) & next(e1) & limb(x4) & tree(x4) & (iobj(e1) = x4) & adult(x5) & stand(e2) & (subj(e2) = x5) & next(e2) & limb(x6) & tree(x6) & (iobj(e2) = x6)),no,no,valid,21,True,False,False
sick_train_473_p,train,A boy is holding a squirt gun.,exists e1 x2 x3.(boy(x2) & gun(x3) & squirt(x3) & hold(e1) & (subj(e1) = x2) & (obj(e1) = x3)),yes,yes,valid,8,False,False,False
sick_train_473_h,train,A child is holding a squirt gun.,exists e1 x2 x3.(child(x2) & gun(x3) & squirt(x3) & hold(e1) & (subj(e1) = x2) & (obj(e1) = x3)),yes,yes,valid,8,False,False,False
sick_train_476_p,train,There is no child holding a water gun or getting sprayed with water.,"-exists x1.(child(x1) & (exists e2 x3.(gun(x3) & water(x3) & hold(e2) & (subj(e2) = x1) & (obj(e2) = x3)) | exists e4 x5.(spray(e4) & (obj(e4) = x1) & water(x5) & with(e4,x5) & get(e4))))",no,no,valid,16,True,False,False
sick_train_476_h,train,A laughing child is holding a water gun and getting sprayed with water.,"exists e1 e2 x3 x4 x5.(child(x3) & laugh(x3) & gun(x4) & water(x4) & hold(e1) & (subj(e1) = x3) & (obj(e1) = x4) & spray(e2) & (obj(e2) = x3) & water(x5) & with(e2,x5) & get(e2))",no,no,valid,16,False,False,False
sick_train_491_p,train,The black and white dog is running and a person stands behind it.,"exists e1 e2 x3 x4 x5.(dog(x3) & black(x3) & white(x3) & run(e1) & (subj(e1) = x3) & person(x4) & stand(e2) & (subj(e2) = x4) & (x5 = it) & behind(e2,x5))",yes,yes,valid,14,False,False,False
sick_train_491_h,train,"The dog, which is black and white, is running and a person stands behind it.","exists e1 e2 x3 x4 x5.(dog(x3) & black(x3) & white(x3) & run(e1) & (subj(e1) = x3) & person(x4) & stand(e2) & (subj(e2) = x4) & (x5 = it) & behind(e2,x5))",yes,yes,valid,14,False,False,False
sick_train_505_p,train,A man wearing a dyed black shirt is sitting at the table and laughing.,"exists e1 e2 e3 x4 x5 x6.(man(x4) & shirt(x5) & black(x5) & dye(x5) & wear(e1) & (subj(e1) = x4) & (obj(e1) = x5) & sit(e2) & (subj(e2) = x4) & table(x6) & at(e2,x6) & laugh(e3) & (subj(e3) = x4))",yes,yes,valid,18,False,False,False
sick_train_505_h,train,A black shirt is being worn by a man who is sitting at the table and laughing.,"exists e1 e2 e3 x4 x5 x6.(shirt(x4) & black(x4) & wear(e1) & (obj(e1) = x4) & man(x5) & sit(e2) & (subj(e2) = x5) & table(x6) & at(e2,x6) & laugh(e3) & (subj(e3) = x5) & (subj(e1) = x5))",yes,yes,valid,17,False,False,False
sick_train_506_p,train,A man wearing a dyed black shirt is sitting at the table and laughing.,"exists e1 e2 e3 x4 x5 x6.(man(x4) & shirt(x5) & black(x5) & dye(x5) & wear(e1) & (subj(e1) = x4) & (obj(e1) = x5) & sit(e2) & (subj(e2) = x4) & table(x6) & at(e2,x6) & laugh(e3) & (subj(e3) = x4))",no,no,valid,18,False,False,False
sick_train_506_h,train,"There is no man wearing a shirt dyed black, sitting at the table and laughing.","exists e1 e2 x3.(-exists e4 x5 x6.(man(x5) & shirt(x6) & black(x6) & wear(e4) & (subj(e4) = x5) & (obj(e4) = x6)) & sit(e1) & (subj(e1) = there) & table(x3) & at(e1,x3) & laugh(e2) & (subj(e2) = there))",no,no,valid,18,True,False,False
sick_train_515_p,train,A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians.,"exists e1 e2 e3 x4 x5 x6 x7 x8.(woman(x4) & boa(x5) & pink(x5) & wear(e1) & (subj(e1) = x4) & (obj(e1) = x5) & bicycle(x6) & ride(e2) & (subj(e2) = x4) & (obj(e2) = x6) & bridge(x7) & build(e3) & (obj(e3) = x7) & pedestrian(x8) & for(e3,x8) & down(e2,x7))",yes,yes,valid,23,False,False,False
sick_train_515_h,train,A woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians.,"exists e1 e2 e3 x4 x5 x6 x7 x8.(woman(x4) & scarf(x5) & pink(x5) & wear(e1) & (subj(e1) = x4) & (obj(e1) = x5) & bike(x6) & ride(e2) & (subj(e2) = x4) & (obj(e2) = x6) & bridge(x7) & build(e3) & (obj(e3) = x7) & pedestrian(x8) & for(e3,x8) & down(e2,x7))",yes,yes,valid,23,False,False,False
sick_train_531_p,train,A black helmet is being worn by a man who is pushing a bicycle.,exists e1 e2 x3 x4 x5.(helmet(x3) & black(x3) & wear(e1) & (obj(e1) = x3) & man(x4) & bicycle(x5) & push(e2) & (subj(e2) = x4) & (obj(e2) = x5) & (subj(e1) = x4)),yes,yes,valid,14,False,False,False
sick_train_531_h,train,One man is wearing a black helmet and pushing a bicycle.,exists e1 e2 x3 x4 x5.(man(x3) & helmet(x4) & black(x4) & wear(e1) & (subj(e1) = x3) & (obj(e1) = x4) & bicycle(x5) & push(e2) & (subj(e2) = x3) & (obj(e2) = x5)),yes,yes,valid,14,False,False,False
sick_train_555_p,train,"A dog, which is brown, and a black one are running in the grass.","exists e1 e2 x3 x4 x5 x6 x7.(dog(x3) & brown(x4) & (x3 = x4) & run(e1) & (subj(e1) = x3) & grass(x5) & in(e1,x5) & one(x6) & black(x6) & run(e2) & (subj(e2) = x6) & grass(x7) & in(e2,x7))",no,no,valid,19,False,False,False
sick_train_555_h,train,There is no dog running in the grass.,"-exists e1 x2 x3.(dog(x2) & run(e1) & (subj(e1) = x2) & grass(x3) & in(e1,x3))",no,no,valid,8,True,False,False
sick_train_570_p,train,A white and brown dog is walking through the water with difficulty.,"exists e1 x2 x3 x4.(dog(x2) & white(x2) & brown(x2) & walk(e1) & (subj(e1) = x2) & water(x3) & through(e1,x3) & difficulty(x4) & with(e1,x4))",yes,yes,valid,12,False,False,False
sick_train_570_h,train,A white and brown dog is pacing through the water with difficulty.,"exists e1 x2 x3 x4.(dog(x2) & white(x2) & brown(x2) & pace(e1) & (subj(e1) = x2) & water(x3) & through(e1,x3) & difficulty(x4) & with(e1,x4))",yes,yes,valid,12,False,False,False
sick_train_587_p,train,A bunch of boys are playing with a ball in front of a large door made of wood.,"exists e1 e2 x3 x4 x5 x6 x7 x8.(bunch(x3) & boy(x4) & (x3 = x4) & play(e1) & (subj(e1) = x3) & ball(x5) & with(e1,x5) & front(x6) & door(x7) & large(x7) & make(e2) & (obj(e2) = x7) & wood(x8) & of(e2,x8) & (x6 = x7) & in_front_of(e1,x6))",yes,yes,valid,23,False,False,False
sick_train_587_h,train,The children are playing in front of a large door.,"exists e1 x2 x3 x4.(child(x2) & play(e1) & (subj(e1) = x2) & front(x3) & door(x4) & large(x4) & (x3 = x4) & in_front_of(e1,x3))",yes,yes,valid,11,False,False,False
sick_train_629_p,train,The man is tossing a kid into the swimming pool that is near the ocean.,"exists e1 e2 x3 x4 x5 x6.(man(x3) & kid(x4) & toss(e1) & (subj(e1) = x3) & (obj(e1) = x4) & pool(x5) & swim(x5) & ocean(x6) & near(e2,x6) & (subj(e2) = x5) & into(e1,x5))",yes,yes,valid,16,False,False,False
sick_train_629_h,train,One man is tossing a kid into the swimming pool that is near the ocean.,"exists e1 e2 x3 x4 x5 x6.(man(x3) & kid(x4) & toss(e1) & (subj(e1) = x3) & (obj(e1) = x4) & pool(x5) & swim(x5) & ocean(x6) & near(e2,x6) & (subj(e2) = x5) & into(e1,x5))",yes,yes,valid,16,False,False,False
sick_train_653_p,train,A young boy isn't climbing a wall made of rock.,"-exists e1 e2 x3 x4 x5.(boy(x3) & young(x3) & wall(x4) & make(e1) & (obj(e1) = x4) & rock(x5) & of(e1,x5) & climb(e2) & (subj(e2) = x3) & (obj(e2) = x4))",no,no,valid,15,True,False,False
sick_train_653_h,train,The young boy is climbing the wall made of rock.,"exists e1 e2 x3 x4 x5.(boy(x3) & young(x3) & wall(x4) & make(e1) & (obj(e1) = x4) & rock(x5) & of(e1,x5) & climb(e2) & (subj(e2) = x3) & (obj(e2) = x4))",no,no,valid,14,False,False,False
sick_train_655_p,train,A young child is climbing a rock climbing wall which is indoors.,exists e1 x2 x3 x4.(child(x2) & young(x2) & wall(x3) & climb(x3) & rock(x3) & indoor(x4) & (x3 = x4) & climb(e1) & (subj(e1) = x2) & (obj(e1) = x3)),yes,yes,valid,13,False,False,False
sick_train_655_h,train,A young kid is climbing a rock climbing wall which is indoors.,exists e1 x2 x3 x4.(kid(x2) & young(x2) & wall(x3) & climb(x3) & rock(x3) & indoor(x4) & (x3 = x4) & climb(e1) & (subj(e1) = x2) & (obj(e1) = x3)),yes,yes,valid,13,False,False,False
sick_train_668_p,train,The cyclist is performing a trick in the air.,"exists e1 x2 x3 x4.(cyclist(x2) & trick(x3) & perform(e1) & (subj(e1) = x2) & (obj(e1) = x3) & air(x4) & in(e1,x4))",no,no,valid,10,False,False,False
sick_train_668_h,train,The cyclist isn't performing a trick in the air.,"-exists e1 x2 x3 x4.(cyclist(x2) & trick(x3) & perform(e1) & (subj(e1) = x2) & (obj(e1) = x3) & air(x4) & in(e1,x4))",no,no,valid,11,True,False,False
sick_train_676_p,train,"A dog, which is black, and a white one are staring at each other in the street.","exists e1 e2 x3 x4.(dog(x3) & black(x3) & stare(e1) & (subj(e1) = x3) & all x5.(other(x5) -> exists x6.(at(e1,x5) & street(x6) & in(e1,x6))) & one(x4) & white(x4) & stare(e2) & (subj(e2) = x4) & all x7.(other(x7) -> exists x8.(at(e2,x7) & street(x8) & in(e2,x8))))",yes,yes,valid,23,False,False,True
sick_train_676_h,train,"A dog, which is black, and another one, which is white, are staring at each other in the street.","exists e1 e2 x3 x4.(dog(x3) & black(x3) & stare(e1) & (subj(e1) = x3) & all x5.(other(x5) -> all x6 e7.((street(x6) & in(e7,x6) & (subj(e7) = x5)) -> at(e1,x5))) & one(x4) & white(x4) & stare(e2) & (subj(e2) = x4) & all x8.(other(x8) -> all x9 e10.((street(x9) & in(e10,x9) & (subj(e10) = x8)) -> at(e2,x8))))",yes,yes,valid,27,False,False,True
sick_train_679_p,train,Two dogs of different breeds are looking angrily at each other across a street.,"exists e1 x2 x3 x4.(dog(x2) & two(x2) & breed(x3) & different(x3) & (x2 = x3) & look(e1) & (subj(e1) = x2) & all x5.(other(x5) -> at(e1,x5)) & angrily(e1) & street(x4) & across(e1,x4))",yes,yes,valid,16,False,False,True
sick_train_679_h,train,Two dogs of different breeds are looking at each other across a street.,"exists e1 x2 x3 x4.(dog(x2) & two(x2) & breed(x3) & different(x3) & (x2 = x3) & look(e1) & (subj(e1) = x2) & all x5.(other(x5) -> at(e1,x5)) & street(x4) & across(e1,x4))",yes,yes,valid,15,False,False,True
sick_train_680_p,train,Two dogs of different breeds are looking at each other across a street.,"exists e1 x2 x3 x4.(dog(x2) & two(x2) & breed(x3) & different(x3) & (x2 = x3) & look(e1) & (subj(e1) = x2) & all x5.(other(x5) -> at(e1,x5)) & street(x4) & across(e1,x4))",no,no,valid,15,False,False,True
sick_train_680_h,train,There are no dogs of different breeds looking at each other across a street.,"-exists e1 x2 x3 x4.(dog(x2) & breed(x3) & different(x3) & look(e1) & (subj(e1) = x3) & all x5.(other(x5) -> at(e1,x5)) & street(x4) & across(e1,x4) & (x2 = x3))",no,no,valid,15,True,False,False
sick_train_693_p,train,A dog which is furry and black is in a back yard and is carrying a basket in its mouth.,"exists e1 e2 x3 x4 x5 x6.(dog(x3) & furry(x3) & black(x3) & yard(x4) & back(x4) & in(e1,x4) & (subj(e1) = x3) & basket(x5) & carry(e2) & (subj(e2) = x3) & (obj(e2) = x5) & mouth(x6) & in(e2,x6))",no,no,valid,18,False,False,False
sick_train_693_h,train,There is no dog which is furry and black in a back yard carrying a basket in its mouth.,-exists x1.(dog(x1) & furry(x1) & black(x1)),no,no,valid,4,True,False,False
sick_train_702_p,train,Two persons of large size are sitting on a park bench and they have a bottle of soda between them.,"exists e1 e2 x3 x4 x5 x6 x7 x8 x9.(person(x3) & two(x3) & size(x4) & large(x4) & (x3 = x4) & sit(e1) & (subj(e1) = x3) & bench(x5) & park(x5) & on(e1,x5) & (x6 = they) & bottle(x7) & soda(x8) & (x7 = x8) & have(e2) & (subj(e2) = x6) & (obj(e2) = x7) & (x9 = them) & between(e2,x9))",yes,yes,valid,27,False,False,False
sick_train_702_h,train,Two large persons are sitting on a park bench and they have a bottle of soda between them.,"exists e1 e2 x3 x4 x5 x6 x7 x8.(person(x3) & large(x3) & two(x3) & sit(e1) & (subj(e1) = x3) & bench(x4) & park(x4) & on(e1,x4) & (x5 = they) & bottle(x6) & soda(x7) & (x6 = x7) & have(e2) & (subj(e2) = x5) & (obj(e2) = x6) & (x8 = them) & between(e2,x8))",yes,yes,valid,24,False,False,False
sick_train_730_p,train,The man in the purple hat isn't operating a camera that makes videos.,"-exists e1 e2 e3 x4 x5 x6 x7.(man(x4) & hat(x5) & purple(x5) & in(e1,x5) & (subj(e1) = x4) & camera(x6) & video(x7) & make(e2) & (subj(e2) = x6) & (obj(e2) = x7) & operate(e3) & (subj(e3) = x4) & (obj(e3) = x6))",no,no,valid,20,True,False,False
sick_train_730_h,train,The man in the purple hat is operating a camera that makes videos.,"exists e1 e2 e3 x4 x5 x6 x7.(man(x4) & hat(x5) & purple(x5) & in(e1,x5) & (subj(e1) = x4) & camera(x6) & video(x7) & make(e2) & (subj(e2) = x6) & (obj(e2) = x7) & operate(e3) & (subj(e3) = x4) & (obj(e3) = x6))",no,no,valid,19,False,False,False
sick_train_762_p,train,The kid is happily sliding in the snow.,"exists e1 x2 x3.(kid(x2) & slide(e1) & (subj(e1) = x2) & snow(x3) & in(e1,x3) & happily(e1))",yes,yes,valid,8,False,False,False
sick_train_762_h,train,The kid is sliding in the snow.,"exists e1 x2 x3.(kid(x2) & slide(e1) & (subj(e1) = x2) & snow(x3) & in(e1,x3))",yes,yes,valid,7,False,False,False
