id,split,text,formula,gold,prediction,correctness,complexity,has_neg,has_or,has_all
sick_trial_1881_p,trial,The food on the trays is being eaten by the kittens.,"exists x6.(_food(x6) & exists x7.(_tray(x7) & exists e8.(_on(e8,x7) & (subj(e8) = x6))) & exists e9.(_eat(e9) & (obj(e9) = x6) & exists x10.(_kitten(x10) & (subj(e9) = x10))))",yes,yes,valid,12,False,False,False
sick_trial_1881_h,trial,A few kittens are eating.,exists x1.(_kitten(x1) & exists e2.(_eat(e2) & (subj(e2) = x1))),yes,yes,valid,4,False,False,False
sick_trial_1964_p,trial,One person is playing the guitar and singing.,exists x3.(_person(x3) & exists x4.(_guitar(x4) & exists e5.(_play(e5) & (subj(e5) = x3) & (obj(e5) = x4))) & exists x6.(_sing(x6) & exists e7.(_play(e7) & (subj(e7) = x3) & (obj(e7) = x6)))),yes,yes,valid,13,False,False,False
sick_trial_1964_h,trial,A person is playing a guitar and singing.,exists x1.(_person(x1) & exists x2.(_guitar(x2) & exists e3.(_play(e3) & (subj(e3) = x1) & (obj(e3) = x2))) & exists x4.(_sing(x4) & exists e5.(_play(e5) & (subj(e5) = x1) & (obj(e5) = x4)))),yes,yes,valid,13,False,False,False
sick_trial_2001_p,trial,The horse is being ridden by a man.,exists x7.(_horse(x7) & exists e8.(_ride(e8) & (obj(e8) = x7) & exists x9.(_man(x9) & (subj(e8) = x9)))),yes,yes,valid,7,False,False,False
sick_trial_2001_h,trial,A man is riding the horse.,exists x1.(_man(x1) & exists x2.(_horse(x2) & exists e3.(_ride(e3) & (subj(e3) = x1) & (obj(e3) = x2)))),yes,yes,valid,7,False,False,False
sick_trial_2284_p,trial,The cat is playing passionately with a watermelon.,"exists x5.(_cat(x5) & exists e6.(_play(e6) & (subj(e6) = x5) & exists x7.(_watermelon(x7) & _with(e6,x7)) & _passionately(e6)))",yes,yes,valid,8,False,False,False
sick_trial_2284_h,trial,The cat is playing with a watermelon.,"exists x1.(_cat(x1) & exists e2.(_play(e2) & (subj(e2) = x1) & exists x3.(_watermelon(x3) & _with(e2,x3))))",yes,yes,valid,7,False,False,False
sick_trial_2286_p,trial,The cat is playing passionately with a watermelon.,"exists x4.(_cat(x4) & exists e5.(_play(e5) & (subj(e5) = x4) & exists x6.(_watermelon(x6) & _with(e5,x6)) & _passionately(e5)))",yes,yes,valid,8,False,False,False
sick_trial_2286_h,trial,A cat is playing with a watermelon.,"exists x1.(_cat(x1) & exists e2.(_play(e2) & (subj(e2) = x1) & exists x3.(_watermelon(x3) & _with(e2,x3))))",yes,yes,valid,7,False,False,False
sick_trial_2392_p,trial,The man is not slicing the potato.,-exists x5.(_man(x5) & exists x6.(_potato(x6) & exists e7.(_slice(e7) & (subj(e7) = x5) & (obj(e7) = x6)))),no,no,valid,8,True,False,False
sick_trial_2392_h,trial,The man is slicing a potato.,exists x1.(_man(x1) & exists x2.(_potato(x2) & exists e3.(_slice(e3) & (subj(e3) = x1) & (obj(e3) = x2)))),no,no,valid,7,False,False,False
sick_trial_2404_p,trial,The lady is slicing a tomato.,exists x4.(_lady(x4) & exists x5.(_tomato(x5) & exists e6.(_slice(e6) & (subj(e6) = x4) & (obj(e6) = x5)))),no,no,valid,7,False,False,False
sick_trial_2404_h,trial,There is no one cutting a tomato.,-exists x1 x2.(_tomato(x2) & exists e3.(_cut(e3) & (subj(e3) = x1) & (obj(e3) = x2))),no,no,valid,7,True,False,False
sick_trial_2405_p,trial,The lady is slicing a tomato.,exists x4.(_lady(x4) & exists x5.(_tomato(x5) & exists e6.(_slice(e6) & (subj(e6) = x4) & (obj(e6) = x5)))),yes,yes,valid,7,False,False,False
sick_trial_2405_h,trial,Someone is cutting a tomato.,exists x1 x2.(_tomato(x2) & exists e3.(_cut(e3) & (subj(e3) = x1) & (obj(e3) = x2))),yes,yes,valid,6,False,False,False
sick_trial_2430_p,trial,One man is running down the road.,exists x5.(_man(x5) & exists x6.(_road(x6) & exists e7.(_run(e7) & (subj(e7) = x5) & (obj(e7) = x6) & _down(e7)))),yes,yes,valid,8,False,False,False
sick_trial_2430_h,trial,A man is running.,exists x1.(_man(x1) & exists e2.(_run(e2) & (subj(e2) = x1))),yes,yes,valid,4,False,False,False
sick_trial_2476_p,trial,Some people are singing.,exists x3.(_people(x3) & exists e4.(_sing(e4) & (subj(e4) = x3))),yes,yes,valid,4,False,False,False
sick_trial_2476_h,trial,A group of people is singing.,exists x1.(exists x2.(_people(x2) & (x1 = x2)) & exists e3.(_sing(e3) & (subj(e3) = x1))),yes,yes,valid,6,False,False,False
sick_trial_2566_p,trial,Three women are dancing.,exists x4.(_woman(x4) & _three(x4) & exists e5.(_dance(e5) & (subj(e5) = x4))),yes,yes,valid,5,False,False,False
sick_trial_2566_h,trial,A few women are dancing.,exists x1.(_woman(x1) & exists e2.(_dance(e2) & (subj(e2) = x1))),yes,yes,valid,4,False,False,False
sick_trial_2604_p,trial,A bull dog is being brushed by the monkey.,exists x3.(_dog(x3) & _bull(x3) & exists e4.(_brush(e4) & (obj(e4) = x3) & exists x5.(_monkey(x5) & (subj(e4) = x5)))),yes,yes,valid,8,False,False,False
sick_trial_2604_h,trial,The monkey is brushing a bull dog.,exists x1.(_monkey(x1) & exists x2.(_dog(x2) & _bull(x2) & exists e3.(_brush(e3) & (subj(e3) = x1) & (obj(e3) = x2)))),yes,yes,valid,8,False,False,False
sick_trial_2678_p,trial,A man is hurriedly getting into a car in a garage.,"exists x4.(_man(x4) & exists e5.(_get(e5) & (subj(e5) = x4) & exists x6.(_car(x6) & _into(e5,x6)) & exists x7.(_garage(x7) & _in(e5,x7) & _hurriedly(e5))))",yes,yes,valid,11,False,False,False
sick_trial_2678_h,trial,A man is getting into a car.,"exists x1.(_man(x1) & exists e2.(_get(e2) & (subj(e2) = x1) & exists x3.(_car(x3) & _into(e2,x3))))",yes,yes,valid,7,False,False,False
sick_trial_2687_p,trial,The person is slicing a clove of garlic into pieces.,"exists x4.(_person(x4) & exists x5.(_cleave(x5) & exists x6.(_garlic(x6) & (x5 = x6)) & exists e7.(_slice(e7) & (subj(e7) = x4) & (obj(e7) = x5) & exists x8.(_piece(x8) & _into(e7,x8)))))",no,no,valid,13,False,False,False
sick_trial_2687_h,trial,The person is not slicing a clove of garlic into pieces.,"-exists x1.(_person(x1) & exists x2.(_cleave(x2) & exists x3.(_garlic(x3) & (x2 = x3)) & exists e4.(_slice(e4) & (subj(e4) = x1) & (obj(e4) = x2) & exists x5.(_piece(x5) & _into(e4,x5)))))",no,no,valid,14,True,False,False
sick_trial_2704_p,trial,Noodles are being boiled in water by a woman.,"exists x6.(_noodles(x6) & exists e7.(_boil(e7) & (obj(e7) = x6) & exists x8.(_water(x8) & _in(e7,x8) & exists x9.(_woman(x9) & (subj(e7) = x9)))))",yes,yes,valid,10,False,False,False
sick_trial_2704_h,trial,A woman is boiling noodles in water.,"exists x1.(_woman(x1) & exists x2.(_noodle(x2) & exists e3.(_boil(e3) & (subj(e3) = x1) & (obj(e3) = x2) & exists x4.(_water(x4) & _in(e3,x4)))))",yes,yes,valid,10,False,False,False
sick_trial_2712_p,trial,There is no karate practitioner kicking at another man who is wearing protective boxing gloves.,"-exists x5.(_practitioner(x5) & _karate(x5) & exists e6.(_kick(e6) & (subj(e6) = x5) & exists x7.(_man(x7) & exists x8.(_glove(x8) & _box(x8) & _protective(x8) & exists e9.(_wear(e9) & (subj(e9) = x7) & (obj(e9) = x8))) & _at(e6,x7))))",no,no,valid,17,True,False,False
sick_trial_2712_h,trial,A karate practitioner is kicking at another man who is wearing protective boxing gloves.,"exists x1.(_practitioner(x1) & _karate(x1) & exists e2.(_kick(e2) & (subj(e2) = x1) & exists x3.(_man(x3) & exists x4.(_glove(x4) & _box(x4) & _protective(x4) & exists e5.(_wear(e5) & (subj(e5) = x3) & (obj(e5) = x4))) & _at(e2,x3))))",no,no,valid,16,False,False,False
sick_trial_2722_p,trial,"A woman, who is seated, is singing a song and playing the guitar.",exists x6.(_woman(x6) & exists e7.(_seat(e7) & (obj(e7) = x6)) & exists x8.(_song(x8) & exists e9.(_sing(e9) & (subj(e9) = x6) & (obj(e9) = x8))) & exists x10.(_guitar(x10) & exists e11.(_play(e11) & (subj(e11) = x6) & (obj(e11) = x10)))),yes,yes,valid,16,False,False,False
sick_trial_2722_h,trial,A seated woman is singing a song and playing the guitar.,exists x1.(exists e2.(_seat(e2) & (obj(e2) = x1) & _woman(x1)) & exists x3.(_song(x3) & exists e4.(_sing(e4) & (subj(e4) = x1) & (obj(e4) = x3))) & exists x5.(_guitar(x5) & exists e6.(_play(e6) & (subj(e6) = x1) & (obj(e6) = x5)))),yes,yes,valid,16,False,False,False
sick_trial_2791_p,trial,"A guinea pig, which is small, is gnawing and eating a piece of carrot on the floor.","exists x5.(_pig(x5) & _guinea(x5) & _small(x5) & exists x6.(_piece(x6) & exists x7.(_carrot(x7) & (x6 = x7)) & exists e8.(_gnaw(e8) & (subj(e8) = x5) & (obj(e8) = x6) & exists x9.(_floor(x9) & _on(e8,x9))) & exists e10.(_eat(e10) & (subj(e10) = x5) & (obj(e10) = x6) & exists x11.(_floor(x11) & _on(e10,x11)))))",yes,yes,valid,22,False,False,False
sick_trial_2791_h,trial,A small guinea pig is gnawing and eating a piece of carrot on the floor.,"exists x1.(_pig(x1) & _guinea(x1) & _small(x1) & exists x2.(_piece(x2) & exists x3.(_carrot(x3) & (x2 = x3)) & exists e4.(_gnaw(e4) & (subj(e4) = x1) & (obj(e4) = x2) & exists x5.(_floor(x5) & _on(e4,x5))) & exists e6.(_eat(e6) & (subj(e6) = x1) & (obj(e6) = x2) & exists x7.(_floor(x7) & _on(e6,x7)))))",yes,yes,valid,22,False,False,False
sick_trial_2795_p,trial,A small guinea pig is gnawing and eating a piece of carrot on the floor.,"exists x8.(_pig(x8) & _guinea(x8) & _small(x8) & exists x9.(_piece(x9) & exists x10.(_carrot(x10) & (x9 = x10)) & exists e11.(_gnaw(e11) & (subj(e11) = x8) & (obj(e11) = x9) & exists x12.(_floor(x12) & _on(e11,x12))) & exists e13.(_eat(e13) & (subj(e13) = x8) & (obj(e13) = x9) & exists x14.(_floor(x14) & _on(e13,x14)))))",yes,yes,valid,22,False,False,False
sick_trial_2795_h,trial,A guinea pig is devouring a carrot.,exists x1.(_pig(x1) & _guinea(x1) & exists x2.(_carrot(x2) & exists e3.(_devour(e3) & (subj(e3) = x1) & (obj(e3) = x2)))),yes,yes,valid,8,False,False,False
sick_trial_2829_p,trial,The lady is penciling on eyeshadow.,"exists x5.(_lady(x5) & exists e6.(_pencil(e6) & (subj(e6) = x5) & exists x7.(_eyeshadow(x7) & _on(e6,x7))))",yes,yes,valid,7,False,False,False
sick_trial_2829_h,trial,The woman is penciling on eyeshadow.,"exists x1.(_woman(x1) & exists e2.(_pencil(e2) & (subj(e2) = x1) & exists x3.(_eyeshadow(x3) & _on(e2,x3))))",yes,yes,valid,7,False,False,False
sick_trial_2886_p,trial,A woman is playing a flute.,exists x6.(_woman(x6) & exists x7.(_flute(x7) & exists e8.(_play(e8) & (subj(e8) = x6) & (obj(e8) = x7)))),no,no,valid,7,False,False,False
sick_trial_2886_h,trial,The woman is not playing the flute.,-exists x1.(_woman(x1) & exists x2.(_flute(x2) & exists e3.(_play(e3) & (subj(e3) = x1) & (obj(e3) = x2)))),no,no,valid,8,True,False,False
sick_trial_2898_p,trial,The man is lifting barbells.,exists x4.(_man(x4) & exists x5.(_barbell(x5) & exists e6.(_lift(e6) & (subj(e6) = x4) & (obj(e6) = x5)))),yes,yes,valid,7,False,False,False
sick_trial_2898_h,trial,The man is lifting weights.,exists x1.(_man(x1) & exists x2.(_weight(x2) & exists e3.(_lift(e3) & (subj(e3) = x1) & (obj(e3) = x2)))),yes,yes,valid,7,False,False,False
sick_trial_3036_p,trial,The puppy is not playing with a plastic container.,"-exists x4.(_puppy(x4) & exists e5.(_play(e5) & (subj(e5) = x4) & exists x6.(_container(x6) & _plastic(x6) & _with(e5,x6))))",no,no,valid,9,True,False,False
sick_trial_3036_h,trial,The puppy is playing with a plastic container.,"exists x1.(_puppy(x1) & exists e2.(_play(e2) & (subj(e2) = x1) & exists x3.(_container(x3) & _plastic(x3) & _with(e2,x3))))",no,no,valid,8,False,False,False
sick_trial_3061_p,trial,A woman is driving a car and is talking to the man who is seated beside her.,"exists x4.(_woman(x4) & exists x5.(_car(x5) & exists e6.(_drive(e6) & (subj(e6) = x4) & (obj(e6) = x5))) & exists e7.(_talk(e7) & (subj(e7) = x4) & exists x8.(_man(x8) & exists e9.(_seat(e9) & (obj(e9) = x8) & exists x10.((x10 = _her) & _beside(e9,x10))) & (iobj(e7) = x8))))",no,no,valid,19,False,False,False
sick_trial_3061_h,trial,There is no woman driving a car and talking to the man seated beside her.,"-exists x1.(_woman(x1) & exists x2.(_car(x2) & exists e3.(_drive(e3) & (subj(e3) = x1) & (obj(e3) = x2))) & exists e4.(_talk(e4) & (subj(e4) = x1) & exists x5.(_man(x5) & exists e6.(_seat(e6) & (obj(e6) = x5) & exists x7.((x7 = _her) & _beside(e6,x7))) & (iobj(e4) = x5))))",no,no,valid,20,True,False,False
sick_trial_3122_p,trial,A woman is using a pencil for eyes and is applying eye liner to her eyelid.,"exists x7.(_woman(x7) & exists x8.(_pencil(x8) & exists e9.(_use(e9) & (subj(e9) = x7) & (obj(e9) = x8) & exists x10.(_eye(x10) & _for(e9,x10)))) & exists x11.(_liner(x11) & _eye(x11) & exists e12.(_apply(e12) & (subj(e12) = x7) & (obj(e12) = x11) & exists x13.(_eyelid(x13) & (iobj(e12) = x13)))))",yes,yes,valid,20,False,False,False
sick_trial_3122_h,trial,A woman is applying cosmetics to her eyelid.,exists x1.(_woman(x1) & exists x2.(_cosmetic(x2) & exists e3.(_apply(e3) & (subj(e3) = x1) & (obj(e3) = x2) & exists x4.(_eyelid(x4) & (iobj(e3) = x4))))),yes,yes,valid,10,False,False,False
sick_trial_3222_p,trial,There is no boy walking across a bridge.,"-exists x4.(_boy(x4) & exists e5.(_walk(e5) & (subj(e5) = x4) & exists x6.(_bridge(x6) & _across(e5,x6))))",no,no,valid,8,True,False,False
sick_trial_3222_h,trial,A boy is walking across a bridge.,"exists x1.(_boy(x1) & exists e2.(_walk(e2) & (subj(e2) = x1) & exists x3.(_bridge(x3) & _across(e2,x3))))",no,no,valid,7,False,False,False
sick_trial_3250_p,trial,A woman is placing two eggs into a pot of water.,"exists x4.(_woman(x4) & exists x5.(_egg(x5) & _two(x5) & exists e6.(_place(e6) & (subj(e6) = x4) & (obj(e6) = x5) & exists x7.(_pot(x7) & exists x8.(_water(x8) & (x7 = x8)) & _into(e6,x7)))))",yes,yes,valid,14,False,False,False
sick_trial_3250_h,trial,A woman is putting two eggs into a pot of water.,"exists x1.(_woman(x1) & exists x2.(_egg(x2) & _two(x2) & exists e3.(_put(e3) & (subj(e3) = x1) & (obj(e3) = x2) & exists x4.(_pot(x4) & exists x5.(_water(x5) & (x4 = x5)) & _into(e3,x4)))))",yes,yes,valid,14,False,False,False
sick_trial_3258_p,trial,A man is playing the guitar.,exists x6.(_man(x6) & exists x7.(_guitar(x7) & exists e8.(_play(e8) & (subj(e8) = x6) & (obj(e8) = x7)))),no,no,valid,7,False,False,False
sick_trial_3258_h,trial,Nobody is playing the guitar.,-exists x1 x2.(_guitar(x2) & exists e3.(_play(e3) & (subj(e3) = x1) & (obj(e3) = x2))),no,no,valid,7,True,False,False
sick_trial_3275_p,trial,A child is running in and out of the waves of the ocean.,"(exists x4.(_child(x4) & exists e5.(_run(e5) & (subj(e5) = x4) & _in(e5))) & exists x6.(_child(x6) & exists e7.(_run(e7) & (subj(e7) = x6) & _out(e7) & exists x8.(_wave(x8) & exists x9.(_ocean(x9) & (x8 = x9)) & _of(e7,x8)))))",yes,yes,valid,17,False,False,False
sick_trial_3275_h,trial,A child is running in and out of the ocean waves.,"(exists x1.(_child(x1) & exists e2.(_run(e2) & (subj(e2) = x1) & _in(e2))) & exists x3.(_child(x3) & exists e4.(_run(e4) & (subj(e4) = x3) & _out(e4) & exists x5.(_wave(x5) & _ocean(x5) & _of(e4,x5)))))",yes,yes,valid,15,False,False,False
sick_trial_3338_p,trial,There is no man standing on a roof top and playing a violin.,"-exists x4.(_man(x4) & exists e5.(_stand(e5) & (subj(e5) = x4) & exists x6.(_top(x6) & _roof(x6) & _on(e5,x6))) & exists x7.(_violin(x7) & exists e8.(_play(e8) & (subj(e8) = x4) & (obj(e8) = x7))))",no,no,valid,15,True,False,False
sick_trial_3338_h,trial,A man is standing on a roof top and playing a violin.,"exists x1.(_man(x1) & exists e2.(_stand(e2) & (subj(e2) = x1) & exists x3.(_top(x3) & _roof(x3) & _on(e2,x3))) & exists x4.(_violin(x4) & exists e5.(_play(e5) & (subj(e5) = x1) & (obj(e5) = x4))))",no,no,valid,14,False,False,False
sick_trial_3364_p,trial,A woman is cleaning a shrimp.,exists x6.(_woman(x6) & exists x7.(_shrimp(x7) & exists e8.(_clean(e8) & (subj(e8) = x6) & (obj(e8) = x7)))),yes,yes,valid,7,False,False,False
sick_trial_3364_h,trial,The woman is cleaning a shrimp.,exists x1.(_woman(x1) & exists x2.(_shrimp(x2) & exists e3.(_clean(e3) & (subj(e3) = x1) & (obj(e3) = x2)))),yes,yes,valid,7,False,False,False
sick_trial_3373_p,trial,A woman is riding a water scooter.,exists x4.(_woman(x4) & exists x5.(_scooter(x5) & _water(x5) & exists e6.(_ride(e6) & (subj(e6) = x4) & (obj(e6) = x5)))),yes,yes,valid,8,False,False,False
sick_trial_3373_h,trial,A woman is riding a scooter for water.,exists x1.(_woman(x1) & exists x2.(_scooter(x2) & exists x3.(_water(x3) & (x2 = x3)) & exists e4.(_ride(e4) & (subj(e4) = x1) & (obj(e4) = x2)))),yes,yes,valid,10,False,False,False
sick_trial_3384_p,trial,A panda bear is eating some bamboo.,exists x5.(_bear(x5) & _panda(x5) & exists x6.(_bamboo(x6) & exists e7.(_eat(e7) & (subj(e7) = x5) & (obj(e7) = x6)))),yes,yes,valid,8,False,False,False
sick_trial_3384_h,trial,Some bamboo is being eaten by a panda bear.,exists x1.(_bamboo(x1) & exists e2.(_eat(e2) & (obj(e2) = x1) & exists x3.(_bear(x3) & _panda(x3) & (subj(e2) = x3)))),yes,yes,valid,8,False,False,False
