id,split,text,formula,gold,prediction,correctness,complexity,has_neg,has_or,has_all
sick_train_240_p,train,A woman is wearing an Egyptian hat on her head.,"exists x4.(_woman(x4) & exists x5.(_hat(x5) & _egyptian(x5) & exists e6.(_wear(e6) & (subj(e6) = x4) & (obj(e6) = x5) & exists x7.(_head(x7) & _on(e6,x7)))))",yes,yes,valid,11,False,False,False
sick_train_240_h,train,A woman is wearing an Egyptian headdress.,exists x1.(_woman(x1) & exists x2.(_headdress(x2) & _egyptian(x2) & exists e3.(_wear(e3) & (subj(e3) = x1) & (obj(e3) = x2)))),yes,yes,valid,8,False,False,False
sick_train_273_p,train,A boy is standing in the cold water.,"exists x6.(_boy(x6) & exists e7.(_stand(e7) & (subj(e7) = x6) & exists x8.(_water(x8) & _cold(x8) & _in(e7,x8))))",yes,yes,valid,8,False,False,False
sick_train_273_h,train,A boy is standing in the water.,"exists x1.(_boy(x1) & exists e2.(_stand(e2) & (subj(e2) = x1) & exists x3.(_water(x3) & _in(e2,x3))))",yes,yes,valid,7,False,False,False
sick_train_283_p,train,A man is playing a guitar on stage.,"exists x6.(_man(x6) & exists x7.(_guitar(x7) & exists e8.(_play(e8) & (subj(e8) = x6) & (obj(e8) = x7) & exists x9.(_stage(x9) & _on(e8,x9)))))",no,no,valid,10,False,False,False
sick_train_283_h,train,There is no man playing a guitar on stage.,"-exists x1.(_man(x1) & exists x2.(_guitar(x2) & exists e3.(_play(e3) & (subj(e3) = x1) & (obj(e3) = x2) & exists x4.(_stage(x4) & _on(e3,x4)))))",no,no,valid,11,True,False,False
sick_train_293_p,train,Two young girls are sitting on the ground.,"exists x4.(_girl(x4) & _young(x4) & _two(x4) & exists e5.(_sit(e5) & (subj(e5) = x4) & exists x6.(_grind(x6) & _on(e5,x6))))",yes,yes,valid,9,False,False,False
sick_train_293_h,train,Two girls are sitting on the ground.,"exists x1.(_girl(x1) & _two(x1) & exists e2.(_sit(e2) & (subj(e2) = x1) & exists x3.(_grind(x3) & _on(e2,x3))))",yes,yes,valid,8,False,False,False
sick_train_340_p,train,A schoolgirl with a black bag is on a crowded train.,"exists x5.(_schoolgirl(x5) & exists x6.(_bag(x6) & _black(x6) & exists e7.(_with(e7,x6) & (subj(e7) = x5))) & exists e8.(exists x9.(_train(x9) & _crowd(x9) & _on(e8,x9)) & (subj(e8) = x5)))",yes,yes,valid,13,False,False,False
sick_train_340_h,train,A girl with a black bag is on a crowded train.,"exists x1.(_girl(x1) & exists x2.(_bag(x2) & _black(x2) & exists e3.(_with(e3,x2) & (subj(e3) = x1))) & exists e4.(exists x5.(_train(x5) & _crowd(x5) & _on(e4,x5)) & (subj(e4) = x1)))",yes,yes,valid,13,False,False,False
sick_train_354_p,train,Two dogs are running and carrying a toy in their mouths.,"exists x5.(_dog(x5) & _two(x5) & exists x6.(_toy(x6) & exists x7.(_mouth(x7) & exists e8.(_in(e8,x7) & (subj(e8) = x6))) & exists e9.(_run(e9) & (subj(e9) = x5) & (obj(e9) = x6)) & exists e10.(_carry(e10) & (subj(e10) = x5) & (obj(e10) = x6))))",yes,yes,valid,17,False,False,False
sick_train_354_h,train,Two dogs are running and carrying an object in their mouths.,"exists x1.(_dog(x1) & _two(x1) & exists x2.(_object(x2) & exists x3.(_mouth(x3) & exists e4.(_in(e4,x3) & (subj(e4) = x2))) & exists e5.(_run(e5) & (subj(e5) = x1) & (obj(e5) = x2)) & exists e6.(_carry(e6) & (subj(e6) = x1) & (obj(e6) = x2))))",yes,yes,valid,17,False,False,False
sick_train_362_p,train,A dirty soccer ball is rolling into a goal net.,"exists x2.(_ball(x2) & _soccer(x2) & _dirty(x2) & exists e3.(_roll(e3) & (subj(e3) = x2) & exists x4.(_net(x4) & _goal(x4) & _into(e3,x4))))",yes,yes,valid,10,False,False,False
sick_train_362_h,train,A soccer ball is rolling into a goal net.,"exists x1.(_ball(x1) & _soccer(x1) & exists e2.(_roll(e2) & (subj(e2) = x1) & exists x3.(_net(x3) & _goal(x3) & _into(e2,x3))))",yes,yes,valid,9,False,False,False
sick_train_363_p,train,A soccer ball is not rolling into a goal net.,"-exists x5.(_ball(x5) & _soccer(x5) & exists e6.(_roll(e6) & (subj(e6) = x5) & exists x7.(_net(x7) & _goal(x7) & _into(e6,x7))))",no,no,valid,10,True,False,False
sick_train_363_h,train,A soccer ball is rolling into a goal net.,"exists x1.(_ball(x1) & _soccer(x1) & exists e2.(_roll(e2) & (subj(e2) = x1) & exists x3.(_net(x3) & _goal(x3) & _into(e2,x3))))",no,no,valid,9,False,False,False
sick_train_372_p,train,A man is sitting on a chair and rubbing his eyes.,"exists x4.(_man(x4) & exists e5.(_sit(e5) & (subj(e5) = x4) & exists x6.(_chair(x6) & _on(e5,x6))) & exists x7.(_eye(x7) & exists e8.(_rub(e8) & (subj(e8) = x4) & (obj(e8) = x7))))",no,no,valid,13,False,False,False
sick_train_372_h,train,There is no man sitting on a chair and rubbing his eyes.,"-exists x1.(_man(x1) & exists e2.(_sit(e2) & (subj(e2) = x1) & exists x3.(_chair(x3) & _on(e2,x3))) & exists x4.(_eye(x4) & exists e5.(_rub(e5) & (subj(e5) = x1) & (obj(e5) = x4))))",no,no,valid,14,True,False,False
sick_train_390_p,train,A white and tan dog is running through the tall and green grass.,"exists x3.(_dog(x3) & _white(x3) & _tan(x3) & exists e4.(_run(e4) & (subj(e4) = x3) & exists x5.(_grass(x5) & _tall(x5) & _green(x5) & _through(e4,x5))))",yes,yes,valid,11,False,False,False
sick_train_390_h,train,A brown and white dog is running through the tall grass.,"(exists x1.(_brown(x1) & exists e2.(_run(e2) & (subj(e2) = x1) & exists x3.(_grass(x3) & _tall(x3) & _through(e2,x3)))) & exists x4.(_dog(x4) & _white(x4) & exists e5.(_run(e5) & (subj(e5) = x4) & exists x6.(_grass(x6) & _tall(x6) & _through(e5,x6)))))",yes,yes,valid,18,False,False,False
sick_train_404_p,train,Some people are walking.,exists x4.(_people(x4) & exists e5.(_walk(e5) & (subj(e5) = x4))),yes,yes,valid,4,False,False,False
sick_train_404_h,train,People are walking.,exists x1.(_people(x1) & exists e2.(_walk(e2) & (subj(e2) = x1))),yes,yes,valid,4,False,False,False
sick_train_422_p,train,Two men are holding fishing poles and fishing tackle.,exists x3.(_man(x3) & _two(x3) & exists x4.(_pole(x4) & _fish(x4) & exists e5.(_hold(e5) & (subj(e5) = x3) & (obj(e5) = x4))) & exists x6.(_tackle(x6) & _fish(x6) & exists e7.(_hold(e7) & (subj(e7) = x3) & (obj(e7) = x6)))),yes,yes,valid,16,False,False,False
sick_train_422_h,train,Two men are holding fishing poles.,exists x1.(_man(x1) & _two(x1) & exists x2.(_pole(x2) & _fish(x2) & exists e3.(_hold(e3) & (subj(e3) = x1) & (obj(e3) = x2)))),yes,yes,valid,9,False,False,False
sick_train_423_p,train,Two men are not holding fishing poles.,-exists x4.(_man(x4) & _two(x4) & exists x5.(_pole(x5) & _fish(x5) & exists e6.(_hold(e6) & (subj(e6) = x4) & (obj(e6) = x5)))),no,no,valid,10,True,False,False
sick_train_423_h,train,Two men are holding fishing poles.,exists x1.(_man(x1) & _two(x1) & exists x2.(_pole(x2) & _fish(x2) & exists e3.(_hold(e3) & (subj(e3) = x1) & (obj(e3) = x2)))),no,no,valid,9,False,False,False
sick_train_454_p,train,Two children and an adult are standing next to a tree limb.,(exists x4.(_child(x4) & _two(x4) & exists e5.(_stand(e5) & (subj(e5) = x4) & _next(e5) & exists x6.(_limb(x6) & _tree(x6) & (iobj(e5) = x6)))) & exists x7.(_adult(x7) & exists e8.(_stand(e8) & (subj(e8) = x7) & _next(e8) & exists x9.(_limb(x9) & _tree(x9) & (iobj(e8) = x9))))),no,no,valid,20,False,False,False
sick_train_454_h,train,Two children and an adult are not standing next to a tree limb.,-(exists x1.(_child(x1) & _two(x1) & exists e2.(_stand(e2) & (subj(e2) = x1) & _next(e2) & exists x3.(_limb(x3) & _tree(x3) & (iobj(e2) = x3)))) & exists x4.(_adult(x4) & exists e5.(_stand(e5) & (subj(e5) = x4) & _next(e5) & exists x6.(_limb(x6) & _tree(x6) & (iobj(e5) = x6))))),no,no,valid,21,True,False,False
sick_train_473_p,train,A boy is holding a squirt gun.,exists x5.(_boy(x5) & exists x6.(_gun(x6) & _squirt(x6) & exists e7.(_hold(e7) & (subj(e7) = x5) & (obj(e7) = x6)))),yes,yes,valid,8,False,False,False
sick_train_473_h,train,A child is holding a squirt gun.,exists x1.(_child(x1) & exists x2.(_gun(x2) & _squirt(x2) & exists e3.(_hold(e3) & (subj(e3) = x1) & (obj(e3) = x2)))),yes,yes,valid,8,False,False,False
sick_train_476_p,train,There is no child holding a water gun or getting sprayed with water.,"-exists x4.(_child(x4) & (exists x5.(_gun(x5) & _water(x5) & exists e6.(_hold(e6) & (subj(e6) = x4) & (obj(e6) = x5))) | exists e7.(_spray(e7) & (obj(e7) = x4) & exists x8.(_water(x8) & _with(e7,x8)) & _get(e7))))",no,no,valid,16,True,False,False
sick_train_476_h,train,A laughing child is holding a water gun and getting sprayed with water.,"exists x1.(_child(x1) & _laugh(x1) & exists x2.(_gun(x2) & _water(x2) & exists e3.(_hold(e3) & (subj(e3) = x1) & (obj(e3) = x2))) & exists e4.(_spray(e4) & (obj(e4) = x1) & exists x5.(_water(x5) & _with(e4,x5)) & _get(e4)))",no,no,valid,16,False,False,False
sick_train_491_p,train,The black and white dog is running and a person stands behind it.,"(exists x3.(_dog(x3) & _black(x3) & _white(x3) & exists e4.(_run(e4) & (subj(e4) = x3))) & exists x5.(_person(x5) & exists e6.(_stand(e6) & (subj(e6) = x5) & exists x7.((x7 = _it) & _behind(e6,x7)))))",yes,yes,valid,14,False,False,False
sick_train_491_h,train,"The dog, which is black and white, is running and a person stands behind it.","(exists x1.(_dog(x1) & _black(x1) & _white(x1) & exists e2.(_run(e2) & (subj(e2) = x1))) & exists x3.(_person(x3) & exists e4.(_stand(e4) & (subj(e4) = x3) & exists x5.((x5 = _it) & _behind(e4,x5)))))",yes,yes,valid,14,False,False,False
sick_train_505_p,train,A man wearing a dyed black shirt is sitting at the table and laughing.,"exists x4.(_man(x4) & exists x5.(_shirt(x5) & _black(x5) & _dye(x5) & exists e6.(_wear(e6) & (subj(e6) = x4) & (obj(e6) = x5))) & exists e7.(_sit(e7) & (subj(e7) = x4) & exists x8.(_table(x8) & _at(e7,x8))) & exists e9.(_laugh(e9) & (subj(e9) = x4)))",yes,yes,valid,18,False,False,False
sick_train_505_h,train,A black shirt is being worn by a man who is sitting at the table and laughing.,"exists x1.(_shirt(x1) & _black(x1) & exists e2.(_wear(e2) & (obj(e2) = x1) & exists x3.(_man(x3) & exists e4.(_sit(e4) & (subj(e4) = x3) & exists x5.(_table(x5) & _at(e4,x5))) & exists e6.(_laugh(e6) & (subj(e6) = x3)) & (subj(e2) = x3))))",yes,yes,valid,17,False,False,False
sick_train_506_p,train,A man wearing a dyed black shirt is sitting at the table and laughing.,"exists x4.(_man(x4) & exists x5.(_shirt(x5) & _black(x5) & _dye(x5) & exists e6.(_wear(e6) & (subj(e6) = x4) & (obj(e6) = x5))) & exists e7.(_sit(e7) & (subj(e7) = x4) & exists x8.(_table(x8) & _at(e7,x8))) & exists e9.(_laugh(e9) & (subj(e9) = x4)))",no,no,valid,18,False,False,False
sick_train_506_h,train,"There is no man wearing a shirt dyed black, sitting at the table and laughing.","(-exists x1.(_man(x1) & exists x2.(_shirt(x2) & _black(x2) & exists e3.(_wear(e3) & (subj(e3) = x1) & (obj(e3) = x2)))) & exists e4.(_sit(e4) & (subj(e4) = _there) & exists x5.(_table(x5) & _at(e4,x5))) & exists e6.(_laugh(e6) & (subj(e6) = _there)))",no,no,valid,18,True,False,False
sick_train_515_p,train,A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians.,"exists x4.(_woman(x4) & exists x5.(_boa(x5) & _pink(x5) & exists e6.(_wear(e6) & (subj(e6) = x4) & (obj(e6) = x5))) & exists x7.(_bicycle(x7) & exists e8.(_ride(e8) & (subj(e8) = x4) & (obj(e8) = x7) & exists x9.(_bridge(x9) & exists e10.(_build(e10) & (obj(e10) = x9) & exists x11.(_pedestrian(x11) & _for(e10,x11))) & _down(e8,x9)))))",yes,yes,valid,23,False,False,False
sick_train_515_h,train,A woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians.,"exists x1.(_woman(x1) & exists x2.(_scarf(x2) & _pink(x2) & exists e3.(_wear(e3) & (subj(e3) = x1) & (obj(e3) = x2))) & exists x4.(_bike(x4) & exists e5.(_ride(e5) & (subj(e5) = x1) & (obj(e5) = x4) & exists x6.(_bridge(x6) & exists e7.(_build(e7) & (obj(e7) = x6) & exists x8.(_pedestrian(x8) & _for(e7,x8))) & _down(e5,x6)))))",yes,yes,valid,23,False,False,False
sick_train_531_p,train,A black helmet is being worn by a man who is pushing a bicycle.,exists x4.(_helmet(x4) & _black(x4) & exists e5.(_wear(e5) & (obj(e5) = x4) & exists x6.(_man(x6) & exists x7.(_bicycle(x7) & exists e8.(_push(e8) & (subj(e8) = x6) & (obj(e8) = x7))) & (subj(e5) = x6)))),yes,yes,valid,14,False,False,False
sick_train_531_h,train,One man is wearing a black helmet and pushing a bicycle.,exists x1.(_man(x1) & exists x2.(_helmet(x2) & _black(x2) & exists e3.(_wear(e3) & (subj(e3) = x1) & (obj(e3) = x2))) & exists x4.(_bicycle(x4) & exists e5.(_push(e5) & (subj(e5) = x1) & (obj(e5) = x4)))),yes,yes,valid,14,False,False,False
sick_train_555_p,train,"A dog, which is brown, and a black one are running in the grass.","(exists x5.(_dog(x5) & exists x6.(_brown(x6) & (x5 = x6)) & exists e7.(_run(e7) & (subj(e7) = x5) & exists x8.(_grass(x8) & _in(e7,x8)))) & exists x9.(_one(x9) & _black(x9) & exists e10.(_run(e10) & (subj(e10) = x9) & exists x11.(_grass(x11) & _in(e10,x11)))))",no,no,valid,19,False,False,False
sick_train_555_h,train,There is no dog running in the grass.,"-exists x1.(_dog(x1) & exists e2.(_run(e2) & (subj(e2) = x1) & exists x3.(_grass(x3) & _in(e2,x3))))",no,no,valid,8,True,False,False
sick_train_570_p,train,A white and brown dog is walking through the water with difficulty.,"exists x5.(_dog(x5) & _white(x5) & _brown(x5) & exists e6.(_walk(e6) & (subj(e6) = x5) & exists x7.(_water(x7) & _through(e6,x7) & exists x8.(_difficulty(x8) & _with(e6,x8)))))",yes,yes,valid,12,False,False,False
sick_train_570_h,train,A white and brown dog is pacing through the water with difficulty.,"exists x1.(_dog(x1) & _white(x1) & _brown(x1) & exists e2.(_pace(e2) & (subj(e2) = x1) & exists x3.(_water(x3) & _through(e2,x3) & exists x4.(_difficulty(x4) & _with(e2,x4)))))",yes,yes,valid,12,False,False,False
sick_train_587_p,train,A bunch of boys are playing with a ball in front of a large door made of wood.,"exists x8.(_bunch(x8) & exists x9.(_boy(x9) & (x8 = x9)) & exists e10.(_play(e10) & (subj(e10) = x8) & exists x11.(_ball(x11) & _with(e10,x11)) & exists x12.(_front(x12) & exists x13.(_door(x13) & _large(x13) & exists e14.(_make(e14) & (obj(e14) = x13) & exists x15.(_wood(x15) & _of(e14,x15))) & (x12 = x13)) & _in_front_of(e10,x12))))",yes,yes,valid,23,False,False,False
sick_train_587_h,train,The children are playing in front of a large door.,"exists x1.(_child(x1) & exists e2.(_play(e2) & (subj(e2) = x1) & exists x3.(_front(x3) & exists x4.(_door(x4) & _large(x4) & (x3 = x4)) & _in_front_of(e2,x3))))",yes,yes,valid,11,False,False,False
sick_train_629_p,train,The man is tossing a kid into the swimming pool that is near the ocean.,"exists x5.(_man(x5) & exists x6.(_kid(x6) & exists e7.(_toss(e7) & (subj(e7) = x5) & (obj(e7) = x6) & exists x8.(_pool(x8) & _swim(x8) & exists e9.(exists x10.(_ocean(x10) & _near(e9,x10)) & (subj(e9) = x8)) & _into(e7,x8)))))",yes,yes,valid,16,False,False,False
sick_train_629_h,train,One man is tossing a kid into the swimming pool that is near the ocean.,"exists x1.(_man(x1) & exists x2.(_kid(x2) & exists e3.(_toss(e3) & (subj(e3) = x1) & (obj(e3) = x2) & exists x4.(_pool(x4) & _swim(x4) & exists e5.(exists x6.(_ocean(x6) & _near(e5,x6)) & (subj(e5) = x4)) & _into(e3,x4)))))",yes,yes,valid,16,False,False,False
sick_train_653_p,train,A young boy isn't climbing a wall made of rock.,"-exists x6.(_boy(x6) & _young(x6) & exists x7.(_wall(x7) & exists e8.(_make(e8) & (obj(e8) = x7) & exists x9.(_rock(x9) & _of(e8,x9))) & exists e10.(_climb(e10) & (subj(e10) = x6) & (obj(e10) = x7))))",no,no,valid,15,True,False,False
sick_train_653_h,train,The young boy is climbing the wall made of rock.,"exists x1.(_boy(x1) & _young(x1) & exists x2.(_wall(x2) & exists e3.(_make(e3) & (obj(e3) = x2) & exists x4.(_rock(x4) & _of(e3,x4))) & exists e5.(_climb(e5) & (subj(e5) = x1) & (obj(e5) = x2))))",no,no,valid,14,False,False,False
sick_train_655_p,train,A young child is climbing a rock climbing wall which is indoors.,exists x4.(_child(x4) & _young(x4) & exists x5.(_wall(x5) & _climb(x5) & _rock(x5) & exists x6.(_indoor(x6) & (x5 = x6)) & exists e7.(_climb(e7) & (subj(e7) = x4) & (obj(e7) = x5)))),yes,yes,valid,13,False,False,False
sick_train_655_h,train,A young kid is climbing a rock climbing wall which is indoors.,exists x1.(_kid(x1) & _young(x1) & exists x2.(_wall(x2) & _climb(x2) & _rock(x2) & exists x3.(_indoor(x3) & (x2 = x3)) & exists e4.(_climb(e4) & (subj(e4) = x1) & (obj(e4) = x2)))),yes,yes,valid,13,False,False,False
sick_train_668_p,train,The cyclist is performing a trick in the air.,"exists x7.(_cyclist(x7) & exists x8.(_trick(x8) & exists e9.(_perform(e9) & (subj(e9) = x7) & (obj(e9) = x8) & exists x10.(_air(x10) & _in(e9,x10)))))",no,no,valid,10,False,False,False
sick_train_668_h,train,The cyclist isn't performing a trick in the air.,"-exists x1.(_cyclist(x1) & exists x2.(_trick(x2) & exists e3.(_perform(e3) & (subj(e3) = x1) & (obj(e3) = x2) & exists x4.(_air(x4) & _in(e3,x4)))))",no,no,valid,11,True,False,False
sick_train_676_p,train,"A dog, which is black, and a white one are staring at each other in the street.","(exists x5.(_dog(x5) & _black(x5) & exists e6.(_stare(e6) & (subj(e6) = x5) & all x7.(_other(x7) -> (_at(e6,x7) & exists x8.(_street(x8) & _in(e6,x8)))))) & exists x9.(_one(x9) & _white(x9) & exists e10.(_stare(e10) & (subj(e10) = x9) & all x11.(_other(x11) -> (_at(e10,x11) & exists x12.(_street(x12) & _in(e10,x12)))))))",yes,yes,valid,23,False,False,True
sick_train_676_h,train,"A dog, which is black, and another one, which is white, are staring at each other in the street.","(exists x1.(_dog(x1) & _black(x1) & exists e2.(_stare(e2) & (subj(e2) = x1) & all x3.(_other(x3) -> (exists x4.(_street(x4) & exists e5.(_in(e5,x4) & (subj(e5) = x3))) -> _at(e2,x3))))) & exists x6.(_one(x6) & _white(x6) & exists e7.(_stare(e7) & (subj(e7) = x6) & all x8.(_other(x8) -> (exists x9.(_street(x9) & exists e10.(_in(e10,x9) & (subj(e10) = x8))) -> _at(e7,x8))))))",yes,yes,valid,27,False,False,True
sick_train_679_p,train,Two dogs of different breeds are looking angrily at each other across a street.,"exists x6.(_dog(x6) & _two(x6) & exists x7.(_breed(x7) & _different(x7) & (x6 = x7)) & exists e8.(_look(e8) & (subj(e8) = x6) & all x9.(_other(x9) -> _at(e8,x9)) & _angrily(e8) & exists x10.(_street(x10) & _across(e8,x10))))",yes,yes,valid,16,False,False,True
sick_train_679_h,train,Two dogs of different breeds are looking at each other across a street.,"exists x1.(_dog(x1) & _two(x1) & exists x2.(_breed(x2) & _different(x2) & (x1 = x2)) & exists e3.(_look(e3) & (subj(e3) = x1) & all x4.(_other(x4) -> _at(e3,x4)) & exists x5.(_street(x5) & _across(e3,x5))))",yes,yes,valid,15,False,False,True
